-9.95,0.0004
-9.9,0.0008
-9.85,0.00241
-9.8,0.00161
-9.75,0.0008
-9.7,0.0008
-9.65,-0.0004
-9.6,0
-9.55,-0.0004
-9.5,0.0008
-9.45,0
-9.4,0.00161
-9.35,-0.0008
-9.3,0.00241
-9.25,0.00281
-9.2,0.00482
-9.15,0.00121
-9.1,0
-9.05,0.00161
-9,0.00161
-8.95,0.0008
-8.9,0.00241
-8.85,0.0004
-8.8,0
-8.75,0
-8.7,0.00241
-8.65,-0.0008
-8.6,0.00161
-8.55,0.00121
-8.5,0.0008
-8.45,0.00161
-8.4,-0
-8.35,0.00161
-8.3,0.00161
-8.25,0.0004
-8.2,0.00161
-8.15,0.00281
-8.1,0.00241
-8.05,0.00322
-8,0
-7.95,0.00121
-7.9,0.0008
-7.85,0.0004
-7.8,0.00161
-7.75,0.00121
-7.7,0.00241
-7.65,0.0008
-7.6,0.00322
-7.55,0.00322
-7.5,-0.00161
-7.45,0
-7.4,-0.00161
-7.35,0.00322
-7.3,0.0008
-7.25,0.00121
-7.2,0.00161
-7.15,0.0008
-7.1,-0.0008
-7.05,0.00121
-7,0
-6.95,0.00281
-6.9,0.00402
-6.85,0.0008
-6.8,0
-6.75,0.00362
-6.7,0
-6.65,0.00201
-6.6,0
-6.55,0.00241
-6.5,-0.00241
-6.45,0.00161
-6.4,0
-6.35,0
-6.3,0.00241
-6.25,0.00161
-6.2,0
-6.15,-0.00241
-6.1,-0.0008
-6.05,0.00161
-6,0
-5.95,0.00241
-5.9,0.0008
-5.85,0.00161
-5.8,0.00161
-5.75,0.00121
-5.7,0.00161
-5.65,0.00121
-5.6,0.00322
-5.55,0.0008
-5.5,0.0008
-5.45,-0.0004
-5.4,-0.00161
-5.35,-0.00322
-5.3,0.0008
-5.25,0.00241
-5.2,0.00161
-5.15,0.00121
-5.1,0
-5.05,-0.0008
-5,-0
-4.95,0.00161
-4.9,0.00241
-4.85,0
-4.8,-0.00161
-4.75,-0.00362
-4.7,-0.00241
-4.65,-0.00241
-4.6,-0.00322
-4.55,-0.00362
-4.5,0.0008
-4.45,-0.0008
-4.4,0.00322
-4.35,-0.0004
-4.3,-0.00161
-4.25,0.0008
-4.2,-0
-4.15,-0.0008
-4.1,-0.0008
-4.05,0.00201
-4,-0.00161
-3.95,-0.00161
-3.9,0.00322
-3.85,0.0004
-3.8,-0
-3.75,-0.00201
-3.7,0.0008
-3.65,-0.0008
-3.6,0.00161
-3.55,0.0004
-3.5,0
-3.45,0.00121
-3.4,-0.00161
-3.35,-0.0004
-3.3,0.0008
-3.25,-0.00121
-3.2,-0.00161
-3.15,0.00241
-3.1,-0.00161
-3.05,-0.0004
-3,-0
-2.95,-0.00402
-2.9,0.0008
-2.85,0
-2.8,0.00161
-2.75,-0.0008
-2.7,-0.00161
-2.65,-0.00121
-2.6,-0.00161
-2.55,-0.0008
-2.5,-0.00322
-2.45,-0.00121
-2.4,0
-2.35,0
-2.3,-0.0008
-2.25,0.00161
-2.2,0
-2.15,0
-2.1,-0.0008
-2.05,0.00161
-2,-0
-1.95,0.00201
-1.9,-0
-1.85,-0.0008
-1.8,0.00161
-1.75,0.00161
-1.7,0.00161
-1.65,0.00482
-1.6,0
-1.55,-0.00161
-1.5,-0.00161
-1.45,-0.00121
-1.4,-0.00322
-1.35,0
-1.3,0.00161
-1.25,0.00201
-1.2,0
-1.15,0.0004
-1.1,0
-1.05,0.0004
-1,0
-0.95,-0.0004
-0.9,0.00161
-0.85,-0.00121
-0.8,-0.00161
-0.75,-0.0004
-0.7,0.00161
-0.65,0.00241
-0.6,0
-0.55,-0.00322
-0.5,0.0008
-0.45,0.00281
-0.4,-0
-0.35,0.00161
-0.3,0
-0.25,0.00241
-0.2,-0.00161
-0.15,-0.0004
-0.1,-0.00161
-0.05,-0.00121
0,0.00161
0.05,0
0.1,0.00161
0.15,0.00201
0.2,0
0.25,0
0.3,0.00241
0.35,0.00121
0.4,0
0.45,0
0.5,-0.00402
0.55,0
0.6,0.00161
0.65,-0.0004
0.7,-0.0008
0.75,-0.00161
0.8,0
0.85,-0.0008
0.9,0.00161
0.95,0.00281
1,-0.00322
1.05,0
1.1,0.00322
1.15,0.00121
1.2,0
1.25,0.0004
1.3,-0.00402
1.35,0.00121
1.4,0.00161
1.45,0
1.5,0.0008
1.55,0.00161
1.6,0.00161
1.65,-0.0008
1.7,-0.0008
1.75,0.0004
1.8,-0
1.85,-0.0008
1.9,0
1.95,-0.00362
2,0.00161
2.05,0.00281
2.1,-0.0008
2.15,0
2.2,-0.00322
2.25,0.0008
2.3,0.0008
2.35,0.00201
2.4,0
2.45,-0.00121
2.5,0.00161
2.55,0.00362
2.6,0
2.65,0.0008
2.7,0.0008
2.75,0.00161
2.8,0
2.85,0.00241
2.9,0.00241
2.95,0.00161
3,-0.00161
3.05,0.00121
3.1,-0.00161
3.15,-0.00281
3.2,0.00322
3.25,0.00281
3.3,0
3.35,-0.0004
3.4,-0.00482
3.45,-0.00201
3.5,-0.00161
3.55,0.0008
3.6,0.00161
3.65,-0.00121
3.7,-0.00161
3.75,-0.00241
3.8,0
3.85,-0.00121
3.9,-0.0008
3.95,-0.0008
4,0.00322
4.05,-0.00161
4.1,-0.00241
4.15,-0.00281
4.2,0
4.25,0
4.3,0.00241
4.35,0.00161
4.4,0
4.45,0.00121
4.5,-0.00322
4.55,-0.00161
4.6,0.00322
4.65,0.0008
4.7,0.00322
4.75,0
4.8,-0.00161
4.85,0.0004
4.9,-0.00241
4.95,-0.00121
5,-0
5.05,-0.00281
5.1,0.0008
5.15,0.00201
5.2,0.00161
5.25,0.00121
5.3,0.0008
5.35,-0.0004
5.4,-0
5.45,-0.0008
5.5,0.00161
5.55,0.00201
5.6,-0.00161
5.65,-0.00281
5.7,0.0008
5.75,0.0004
5.8,-0.00322
5.85,-0.00121
5.9,0.0008
5.95,-0.00121
6,0.00161
6.05,0.0008
6.1,0.0008
6.15,0.00241
6.2,-0.00161
6.25,-0.0004
6.3,-0.00241
6.35,-0.00161
6.4,-0
6.45,0.00241
6.5,0.0008
6.55,0.00121
6.6,-0
6.65,-0.00201
6.7,-0.00161
6.75,0.00121
6.8,0
6.85,0.00201
6.9,-0.0008
6.95,-0.00121
7,0.00161
7.05,-0.0008
7.1,-0.00161
7.15,-0.00281
7.2,0
7.25,-0.00121
7.3,0.00161
7.35,0.00161
7.4,-0.00322
7.45,-0.00121
7.5,0
7.55,0.0004
7.6,-0.00161
7.65,0.00121
7.7,-0.0008
7.75,0
7.8,-0.00161
7.85,0.0008
7.9,0
7.95,0.00241
8,-0
8.05,-0.0004
8.1,-0.00161
8.15,-0.00161
8.2,-0
8.25,0
8.3,-0.0008
8.35,0.0004
8.4,-0.00161
8.45,0.00161
8.5,0
8.55,-0.00322
8.6,-0
8.65,0.0004
8.7,-0
8.75,0.00121
8.8,0
8.85,-0.0004
8.9,-0
8.95,0.00281
9,0.00161
9.05,-0.00161
9.1,-0.00241
9.15,-0.00161
9.2,0.00161
9.25,0.00161
9.3,0
9.35,0.0004
9.4,0.00161
9.45,-0.00241
9.5,-0.00241
9.55,-0.00201
9.6,-0.00322
9.65,0.00322
9.7,0.00161
9.75,-0.0004
9.8,0.00161
9.85,-0.0008
9.9,-0.00241
9.95,0.00281
10,-0
10.05,0
10.1,0
10.15,0.0004
10.2,-0.00322
10.25,0.00161
10.3,0
10.35,0
10.4,-0.00161
10.45,0.00121
10.5,0.00241
10.55,0.00121
10.6,0
10.65,0
10.7,-0.00322
10.75,0.00362
10.8,0.00161
10.85,0.00362
10.9,0.00241
10.95,-0.00241
11,-0
11.05,0
11.1,0.0008
11.15,0.0004
11.2,-0.00161
11.25,0.00121
11.3,-0.00241
11.35,-0.0008
11.4,-0.00161
11.45,0.0004
11.5,-0.00241
11.55,0.0004
11.6,-0.00322
11.65,0.00161
11.7,0.00241
11.75,-0.00241
11.8,0
11.85,-0.00201
11.9,-0.0008
11.95,0
12,0.00322
12.05,-0.00161
12.1,-0.0008
12.15,0.0004
12.2,0
12.25,-0.0004
12.3,-0.00161
12.35,0.00241
12.4,0.00161
12.45,0.0008
12.5,-0.0008
12.55,0
12.6,-0.00161
12.65,0
12.7,-0.00241
12.75,-0.00121
12.8,0
12.85,0.00322
12.9,0.00161
12.95,0.00161
13,0.00322
13.05,-0.00241
13.1,-0.00161
13.15,0.0004
13.2,0.00322
13.25,0.00201
13.3,0.0008
13.35,0.0004
13.4,-0
13.45,-0.0008
13.5,-0.00161
13.55,-0.00281
13.6,0
13.65,0.0008
13.7,0.00241
13.75,0.00201
13.8,0.00161
13.85,0.00281
13.9,-0.00161
13.95,0.00121
14,0
14.05,0.00121
14.1,-0.0008
14.15,-0.0004
14.2,0.00161
14.25,0.0008
14.3,0.0008
14.35,0.0004
14.4,0
14.45,-0.00161
14.5,0.0008
14.55,0.0004
14.6,-0.00322
14.65,0
14.7,0.0008
14.75,-0.0008
14.8,-0.00161
14.85,0.00402
14.9,0
14.95,-0.0008
15,-0.00161
15.05,-0.0008
15.1,-0.00161
15.15,0.00121
15.2,0
15.25,-0.00322
15.3,0
15.35,0.0008
15.4,0
15.45,0.00161
15.5,-0.0008
15.55,0.00161
15.6,0.00161
15.65,0
15.7,0.0008
15.75,0.0004
15.8,0.00161
15.85,0.0008
15.9,-0
15.95,-0.00161
16,0
16.05,0.00201
16.1,0.00241
16.15,0.00241
16.2,0
16.25,-0.00241
16.3,-0.0008
16.35,0.0008
16.4,0.00322
16.45,0
16.5,-0
16.55,0.0004
16.6,-0.00161
16.65,0
16.7,0
16.75,-0.00121
16.8,0.00161
16.85,0.00241
16.9,0.00322
16.95,0.0008
17,0.00161
17.05,-0.00241
17.1,-0.0008
17.15,0.00281
17.2,0.00161
17.25,0.0008
17.3,0.00402
17.35,-0.00281
17.4,-0.00161
17.45,0.00281
17.5,0.00241
